,BORO,BLOCK,FROM_LOT,TO_LOT,FILING YEAR,REGULATED,UNREGULATED,OFFICE,OWNER/RELATED SPACE,GOV. RENTAL SUBSIDIES,TOTAL INCOME FROM REAL ESTATE,TOTAL EXPENSES,AMORTIZED LEASE AND TENANT IMP. COSTS,REPAIRS AND MAINT.,tract_10,bbl,repairs_percent_of_expenses,expenses_percent_of_income,repairs_percent_of_income
10151,1,00779,0065,,2021,,,648442.0,,,790338.0,214608.0,30755.0,91296.0,,1007790065,42.540818608812344,27.153951853510776,11.551513403126258
10152,1,00779,0066,,2021,,,3103082.0,,,3692282.0,1449449.0,118548.0,547042.0,,1007790066,37.74137620571679,39.25618357427737,14.815823926774824
10153,1,00780,0010,,2021,95413.0,,2357259.0,,,2825344.0,6306114.0,4431713.0,198486.0,,1007800010,3.1475168384206187,223.1980955239433,7.025197639650252
10155,1,00780,0013,,2021,,,2443129.0,,,2651275.0,525901.0,,99646.0,,1007800013,18.947672660823994,19.835777126099707,3.7584181195839736
10156,1,00780,0015,,2021,,,,,,1305074.0,467475.0,,71269.0,,1007800015,15.245521150863684,35.819807918937926,5.460916392480426
10157,1,00780,0017,,2021,,,935044.0,,,970301.0,288111.0,42258.0,115511.0,,1007800017,40.092533780383256,29.692950950272134,11.904656390130485
10160,1,00780,0007,,2021,,,2842654.0,,,3482678.0,2224791.0,505088.0,387913.0,,1007800007,17.435929936789567,63.88161638830808,11.13835387595408
10161,1,00780,0071,,2021,,,2880620.0,,,3626973.0,1595678.0,577128.0,369024.0,,1007800071,23.126470378108866,43.99475816334999,10.174434714567768
10163,1,00780,0075,,2021,,,501596.0,374000.0,,1052785.0,106071.0,,44171.0,,1007800075,41.6428618566809,10.075276528445979,4.1956334864193545
10164,1,00780,0076,,2021,,,501596.0,374000.0,,1052785.0,106071.0,,44171.0,,1007800076,41.6428618566809,10.075276528445979,4.1956334864193545
10165,1,00784,0015,,2021,,,211421.0,62866.0,,612080.0,361819.0,35474.0,56049.0,,1007840015,15.49089461858001,59.11302444124951,9.157136322049405
10166,1,00784,0019,,2021,,,22523441.0,,,41975989.0,16001172.0,5883557.0,763121.0,,1007840019,4.769156909256397,38.11982131022571,1.817994091812822
10167,1,00784,0028,,2021,,,,,,10383775.0,1008961.0,276710.0,39110.0,,1007840028,3.876264791206003,9.716707074257675,0.3766452951840732
10168,1,00784,0041,,2021,,,20371433.0,,,25871063.0,10780533.0,2785293.0,2630234.0,,1007840041,24.397995906139336,41.67023596981693,10.166702465994536
10169,1,00784,0048,,2021,,,,,,634329.0,128398.0,,8082.0,,1007840048,6.294490568388916,20.241546579141108,1.2741022403200863
10171,1,00784,0051,,2021,,,1814939.0,,,1991991.0,1092642.0,278161.0,207526.0,,1007840051,18.9930462127577,54.851753848285455,10.418018956912958
10172,1,00784,0060,,2021,,,3047098.0,,,3753403.0,1324224.0,,285157.0,,1007840060,21.533894567686435,35.28062400973197,7.597292377077548
10173,1,00784,0064,,2021,,,5128304.0,,,6510052.0,4332049.0,1919578.0,216830.0,,1007840064,5.005252710668786,66.54399995576073,3.3306953615731487
10174,1,00784,0068,,2021,,,1885796.0,,,2516002.0,848477.0,4779.0,440207.0,,1007840068,51.88201919439184,33.72322438535422,17.496289748577308
10175,1,00784,0071,,2021,,,,,,1278845.0,547112.0,,92380.0,,1007840071,16.88502536957698,42.78172882561999,7.223705765749563
10176,1,00784,0074,,2021,,,2044070.0,,,2425902.0,661602.0,82726.0,199861.0,,1007840074,30.20864507664729,27.272412488220876,8.238626292405876
10177,1,00784,0077,,2021,,,3988008.0,,,5252230.0,2434722.0,221896.0,184494.0,,1007840077,7.57762077148849,46.35596689406214,3.5126793761887805
10178,1,00785,0001,,2021,,,4307038.0,,,6923329.0,4292985.0,251499.0,596735.0,,1007850001,13.900234918128064,62.00752557043007,8.619191721208107
10179,1,00785,0015,,2021,,,1638645.0,,,2444159.0,2477013.0,10421.0,1726017.0,,1007850015,69.68138641177902,101.34418423678655,70.61803262390049
10180,1,00785,0018,,2021,,,4443315.0,,,5385868.0,1485639.0,166864.0,215442.0,,1007850018,14.501638688806635,27.584021739856972,4.000135168555932
10181,1,00785,0025,,2021,,,2681203.0,118957.0,,3120764.0,1506730.0,178262.0,443427.0,,1007850025,29.429758483603564,48.28080559760367,14.20892448131291
10182,1,00785,0029,,2021,,,,,,3967960.0,1971605.0,117835.0,253475.0,,1007850029,12.856276992602472,49.68812689644049,6.3880432262422
10183,1,00785,0037,,2021,,,8433392.0,,,9782556.0,2454354.0,933260.0,431520.0,,1007850037,17.581815826078877,25.089087146549428,4.411117094550749
10184,1,00785,0041,,2021,,,1499915.0,,,2173731.0,1201964.0,249660.0,406192.0,,1007850041,33.7940237810783,55.29497440115635,18.68639679886794
10185,1,00785,0043,,2021,,,87897.0,,,612313.0,258031.0,26000.0,16616.0,,1007850043,6.43953633478148,42.14037591885196,2.713644818907977
10187,1,00785,0067,,2021,,,4721923.0,,,5209011.0,1611213.0,410066.0,209724.0,,1007850067,13.01652854091917,30.93126507123905,4.026176946065194
10188,1,00785,0007,,2021,,,,,,3187277.0,2780873.0,220395.0,318464.0,,1007850007,11.451943328587822,87.24917853076465,9.991726480001581
10189,1,00785,0073,,2021,,,851618.0,,,882145.0,384982.0,88978.0,89567.0,,1007850073,23.265243569829238,43.64157819859547,10.153319465620731
10190,1,00785,0075,,2021,,,751541.0,13100.0,,1886847.0,843673.0,58250.0,82489.0,,1007850075,9.777366349284616,44.71337633629012,4.371790611533421
10191,1,00785,0082,,2021,,,98837.0,,,708516.0,238727.0,24892.0,11975.0,,1007850082,5.016190041344297,33.693946219986564,1.6901523748228693
10192,1,00786,0001,,2021,,,21611897.0,,,26041480.0,9031514.0,2355819.0,868174.0,,1007860001,9.612718310573399,34.68126235528856,3.3338120567648226
10193,1,00786,0013,,2021,,,3065175.0,,,4319190.0,941149.0,37133.0,118020.0,,1007860013,12.539991010987633,21.78994209562441,2.7324567800907116
10194,1,00786,0018,,2021,,,47738240.0,,,72215848.0,37595522.0,,5533378.0,,1007860018,14.718183724114803,52.059932883430236,7.6622765684341205
10195,1,00786,0051,,2021,,,49126528.0,,,57254646.0,21596964.0,5498428.0,3297496.0,,1007860051,15.26833123396418,37.72089342758315,5.75935095293402
10196,1,00786,0062,,2021,,,72528.0,,,921146.0,1189808.0,78942.0,105311.0,,1007860062,8.85109194088458,129.16606053763465,11.432606774604677
10198,1,00786,0068,,2021,,,3663881.0,,,4858728.0,1071638.0,405034.0,67666.0,,1007860068,6.314259106153385,22.055937274117834,1.3926690277784637
10199,1,00786,0076,,2021,,,4998977.0,,,5910103.0,962227.0,341264.0,44534.0,,1007860076,4.6282218229170455,16.281052969804417,0.7535232465491718
10200,1,00787,0001,,2021,,,,,,4500210.0,3127885.0,230444.0,623820.0,,1007870001,19.94382785812138,69.50531197433008,13.862019772410623
10201,1,00787,0011,,2021,,,,,,12035577.0,3825407.0,1031084.0,775062.0,,1007870011,20.26090295751537,31.784159579553183,6.4397577282750955
10202,1,00787,0023,,2021,,,2201995.0,,,2201995.0,1075551.0,22540.0,288763.0,,1007870023,26.847913302112126,48.84438883830345,13.113699168254241
10203,1,00787,0025,,2021,,,7785132.0,,,9923644.0,5650475.0,658111.0,742527.0,,1007870025,13.1409660249802,56.939517378898316,7.482402633548725
10204,1,00787,0031,,2021,,,478956.0,,,666358.0,140707.0,,8752.0,,1007870031,6.2200174831387205,21.115826627728637,1.3134081079539828
10205,1,00787,0065,,2021,,,1206950.0,,,1273791.0,675508.0,325121.0,51188.0,,1007870065,7.5777044831445375,53.031305763661386,4.0185556343230555
10206,1,00787,0070,,2021,,,1060808.0,,,1879747.0,1020718.0,21275.0,110579.0,,1007870070,10.833452530473647,54.30081814201591,5.882653357074117
10207,1,00787,0072,,2021,,,4399095.0,,,4795433.0,1103051.0,35778.0,307660.0,,1007870072,27.891729394198457,23.002114720401682,6.415687592757526
10208,1,00787,0076,,2021,,,1883768.0,,,2578849.0,928131.0,12654.0,167560.0,,1007870076,18.05348598419835,35.99012582745248,6.497472321954484
10211,1,00788,1001,1003.0,2021,,,2447981.0,2160951.0,,5431070.0,2420054.0,160629.0,338072.0,,1007881001,13.96960563689901,44.55943303989822,6.224777069711862
10212,1,00788,1001,1003.0,2021,,,2447981.0,2160951.0,,5431070.0,2420054.0,160629.0,338072.0,,1007881001,13.96960563689901,44.55943303989822,6.224777069711862
10213,1,00788,1001,1003.0,2021,,,2447981.0,2160951.0,,5431070.0,2420054.0,160629.0,338072.0,,1007881001,13.96960563689901,44.55943303989822,6.224777069711862
10214,1,00788,0011,,2021,,,5230770.0,,,6205110.0,2059083.0,572426.0,178731.0,,1007880011,8.680126056113329,33.183666365302145,2.880384070548306
10217,1,00788,0037,,2021,,,,,,3924676.0,1935984.0,307478.0,209018.0,,1007880037,10.796473524574584,49.32850507914539,5.32573899093836
10218,1,00788,0004,,2021,,,1598516.0,,,1653357.0,842089.0,5553.0,281022.0,,1007880004,33.372006996885126,50.93207335136937,16.99705508247765
10220,1,00788,0046,,2021,558841.0,611899.0,,,,1414136.0,483966.0,12651.0,45070.0,,1007880046,9.312637664629333,34.2234410268885,3.187105059202227
10221,1,00788,0064,,2021,,,1827818.0,,,1957539.0,1526018.0,180167.0,202805.0,,1007880064,13.28981702705997,77.95594366191428,10.36020227438636
10222,1,00788,0071,,2021,,,,,,601983.0,326771.0,10743.0,61755.0,,1007880071,18.898555869400894,54.282429902505555,10.25859534239339
10223,1,00788,0078,,2021,,,4988004.0,,,5110104.0,3157670.0,1012214.0,536196.0,,1007880078,16.980748463265634,61.79267584377931,10.49285885375327
10224,1,00788,0086,,2021,,,,,,2835422.0,2264514.0,12025.0,449928.0,,1007880086,19.868634064527754,79.86514882088099,15.868114164311345
10226,1,00789,0001,,2021,,,,,,2009530.0,434610.0,,129746.0,,1007890001,29.853431812429537,21.627445223509977,6.456534612571099
10227,1,00789,0014,,2021,,,1449124.0,,,1486440.0,1160978.0,1552.0,232186.0,,1007890014,19.999173110946117,78.10459890745675,15.620273943112403
10228,1,00789,0021,,2021,,,5452847.0,,,6544188.0,3432816.0,621314.0,679405.0,,1007890021,19.791477317747294,52.4559502263688,10.381807490860592
10229,1,00789,0027,,2021,,,1489877.0,,,2669539.0,1864279.0,595282.0,373509.0,,1007890027,20.035037674082044,69.83524121580542,13.991516887372688
10230,1,00789,0036,,2021,,,4731090.0,,,6869629.0,4066079.0,917834.0,413677.0,,1007890036,10.173855451406626,59.189208034378574,6.021824468250032
10232,1,00789,0040,,2021,,,987113.0,,,2731471.0,409818.0,,139310.0,,1007890040,33.993138417541445,15.003564013676145,5.100182282733369
10233,1,00789,0043,,2021,,,,,,1071390.0,487569.0,,16316.0,,1007890043,3.346398150825832,45.508078290818474,1.5228814904003212
10235,1,00789,0062,,2021,,,745104.0,,,1668336.0,2402791.0,1518867.0,218818.0,,1007890062,9.1068261867137,144.0232063565133,13.115943071419666
10236,1,00789,0067,,2021,,,719167.0,,,981257.0,316095.0,,27615.0,,1007890067,8.736297632041,32.213273383017906,2.814247439763487
10237,1,00789,0007,,2021,,,,,,510280.0,71004.0,,22198.0,,1007890007,31.263027435074083,13.914713490632593,4.350160696088421
10238,1,00789,0075,,2021,,,3313519.0,,,3689730.0,2889148.0,739827.0,1273485.0,,1007890075,44.07821959968821,78.30242321253859,34.514314055499995
10239,1,00789,0078,,2021,463331.0,,,,,818065.0,211721.0,22317.0,33774.0,,1007890078,15.952125674826778,25.880706300844064,4.128522794643458
10240,1,00789,0079,,2021,,,,,,523082.0,211860.0,,13857.0,,1007890079,6.5406400453129425,40.502253948711676,2.6491066410237782
10242,1,00790,1102,1102.0,2021,8924192.0,,,,,9079846.0,3441198.0,,626607.0,,1007901102,18.208978384853182,37.89929917313575,6.90107519444713
10244,1,00790,0055,,2021,548531.0,,,,,548531.0,147418.0,534.0,30616.0,,1007900055,20.76815585613697,26.875053552123763,5.581453008125338
10249,1,00791,0029,,2021,71674.0,461870.0,,,,533544.0,201752.0,5670.0,20588.0,,1007910029,10.204607637099013,37.81356364236127,3.8587258033076934
10251,1,00791,0036,,2021,29443.0,6567136.0,,,,8359549.0,3917822.0,1527744.0,323091.0,,1007910036,8.246699314057658,46.86642784198047,3.864933383367931
10252,1,00791,0050,,2021,413750.0,590021.0,,,,1007529.0,403000.0,,148424.0,,1007910050,36.82977667493796,39.9988486683758,14.731486637109203
10253,1,00791,0078,,2021,78636.0,2183385.0,,,,2665767.0,627889.0,11395.0,144117.0,,1007910078,22.952623791784855,23.553783957862784,5.406211420578018
10254,1,00792,0012,,2021,1223677.0,,,,705.0,1256741.0,327232.0,17020.0,61069.0,36061008100.0,1007920012,18.662294641110893,26.038141510462374,4.859314687751891
10255,1,00792,0020,,2021,91104.0,1314086.0,,,,1405190.0,839705.0,,43597.0,,1007920020,5.1919424083457875,59.75739935524733,3.1025697592496386
10256,1,00792,0024,,2021,512929.0,846774.0,,,,1370856.0,466377.0,,137464.0,,1007920024,29.47486689952549,34.0208599590329,10.027603190998908
10259,1,00792,0036,,2021,,,225465.0,,,597842.0,205711.0,16923.0,64685.0,,1007920036,31.444599462352524,34.40892409700222,10.819748361607246
10260,1,00792,0038,,2021,53114.0,433699.0,,,,749176.0,449096.0,25189.0,94926.0,,1007920038,21.13712880987584,59.94532659882324,12.670720898694032
10262,1,00793,0001,,2021,455460.0,821068.0,,,,1939948.0,504729.0,,67483.0,,1007930001,13.370145167010417,26.017656143360547,3.478598395420908
10263,1,00793,1001,1001.0,2021,,,,,,794937.0,102572.0,,,,1007931001,,12.903160879415601,
10265,1,00793,1301,1301.0,2021,,,,,,506488.0,86095.0,,15068.0,,1007931301,17.501597073000756,16.998428393170222,2.9749964461152087
10266,1,00793,1501,1501.0,2021,,,,,,1318647.0,32939.0,22727.0,,,1007931501,,2.49793917553371,
10267,1,00793,1501,1501.0,2021,,,,,,1318647.0,32939.0,22727.0,,,1007931501,,2.49793917553371,
10268,1,00793,1502,1502.0,2021,,,,,,1385633.0,38031.0,22727.0,,,1007931502,,2.7446661561899868,
10269,1,00793,1502,1502.0,2021,,,,,,1385633.0,38031.0,22727.0,,,1007931502,,2.7446661561899868,
10275,1,00793,0033,,2021,,,28200.0,,,1097049.0,149160.0,2066.0,46987.0,,1007930033,31.501072673639047,13.596475636001673,4.283035671150514
10281,1,00794,1355,1355.0,2021,,,,,,670180.0,401436.0,,5529.0,,1007941355,1.377305473350671,59.899728431167745,0.8250022382046615
10282,1,00794,0017,,2021,,,3889190.0,,,4025886.0,689471.0,368646.0,56748.0,,1007940017,8.230657997218158,17.12594445048866,1.4095779165132842
10283,1,00794,0025,,2021,,,9966771.0,,,11081221.0,3077161.0,1178051.0,229365.0,,1007940025,7.453786135987035,27.769151070987576,2.069853132610567
10284,1,00794,0062,,2021,,727393.0,,,,890141.0,311231.0,,47501.0,,1007940062,15.262297136210726,34.964236003060186,5.336345590193014
10285,1,00794,0064,,2021,152660.0,210816.0,,,13788.0,567358.0,185953.0,,20965.0,,1007940064,11.274354272316122,32.77524948974017,3.6951977411087884
10286,1,00795,0001,,2021,9670514.0,,,,95668.0,12532937.0,4309181.0,87096.0,998282.0,36061008700.0,1007950001,23.166397512659596,34.38285056407768,7.965267837857957
10287,1,00795,0010,,2021,,,596367.0,,,861928.0,403454.0,,87220.0,,1007950010,21.61832575708755,46.808318096175086,10.119174687444891
10289,1,00795,0020,,2021,,,,,,1759883.0,606087.0,128635.0,168395.0,,1007950020,27.783965008323886,34.43905077780739,9.5685338173049
10290,1,00795,0028,,2021,,,8720153.0,,,10002969.0,3801988.0,1864374.0,634705.0,,1007950028,16.69402954454354,38.00859524807085,6.345166120178919
10291,1,00795,0037,,2021,,,5862066.0,,,11352856.0,3515742.0,1278358.0,396754.0,,1007950037,11.28507154393013,30.96790798720604,3.494750572014654
10292,1,00795,0044,,2021,,,9180990.0,,,15006192.0,4516738.0,2411287.0,660228.0,,1007950044,14.617363238691286,30.099161732703404,4.399703802270423
10295,1,00796,1301,1301.0,2021,,,,,,1912415.0,435430.0,,180709.0,,1007961301,41.50127460211745,22.768593636841373,9.44925656826578
10297,1,00796,0018,,2021,,,374807.0,,,835885.0,360370.0,30032.0,132133.0,,1007960018,36.665926686461134,43.11238986224182,15.807557259670887
10298,1,00796,0048,,2021,,10087108.0,,,,11505848.0,2555514.0,26451.0,146559.0,,1007960048,5.735010647564443,22.210566313756274,1.2737783429782836
10300,1,00796,0067,,2021,1344919.0,,13988.0,,,1358907.0,334872.0,51995.0,43077.0,36061008700.0,1007960067,12.863721063570557,24.642745971578627,3.1699741041881455
10305,1,00797,0054,,2021,,2747671.0,253515.0,,,3106847.0,1123849.0,185843.0,130212.0,,1007970054,11.586254025229369,36.173297236716195,4.191130107147214
10306,1,00797,0070,,2021,,,3238833.0,,,3911025.0,1758314.0,185035.0,578069.0,,1007970070,32.87632356905535,44.95788188518355,14.780498718366669
10307,1,00797,0074,,2021,,3780765.0,,,,3800445.0,688270.0,,238147.0,,1007970074,34.60081072834789,18.110247615739734,6.266292499957242
10309,1,00798,1010,1010.0,2021,,,,,,562481.0,101457.0,26616.0,,,1007981010,,18.03740926360179,
10310,1,00798,1011,1011.0,2021,,,,,,2060353.0,363174.0,153171.0,9143.0,,1007981011,2.5175260343526795,17.626785313002188,0.4437589092742845
10312,1,00798,1201,1201.0,2021,,,,,,628087.0,62968.0,,54336.0,,1007981201,86.29144962520645,10.025362728411828,8.651030828531717
10317,1,00798,0041,,2021,,,3516734.0,,,8415564.0,2153260.0,212380.0,427256.0,,1007980041,19.842285650594913,25.586639231785295,5.076974044758022
10318,1,00798,0049,,2021,,,195497.0,,,627450.0,85175.0,,13296.0,,1007980049,15.610214264749045,13.57478683560443,2.1190533110207985
10319,1,00798,0054,,2021,,2262830.0,,,,2752886.0,936870.0,22149.0,376108.0,,1007980054,40.14516421702051,34.03228466416699,13.662316565233724
10322,1,00798,0066,,2021,,2191316.0,,,,2199956.0,739588.0,,203284.0,,1007980066,27.486113890436297,33.618308729810956,9.24036662551433
10323,1,00799,0001,,2021,61220.0,243309.0,,,,804691.0,185176.0,,15334.0,,1007990001,8.28077072622802,23.012063015492902,1.9055761776880815
10325,1,00799,1001,1001.0,2021,,,,,,840934.0,168752.0,59192.0,51387.0,,1007991001,30.451194652507823,20.067210982074695,6.110705477480991
10327,1,00799,0012,,2021,,,2785735.0,1983016.0,,5735161.0,1019542.0,40748.0,354806.0,,1007990012,34.800528080255646,17.777042353300978,6.186504615999446
10328,1,00799,0021,,2021,1244168.0,18276.0,,,6933868.0,8213717.0,2862366.0,,285607.0,36061009100.0,1007990021,9.97800421050278,34.84860751837445,3.4771955254849907
10329,1,00799,0003,,2021,10183029.0,,,,,12446611.0,2388057.0,,180535.0,,1007990003,7.559911677150084,19.186403431424022,1.4504751534373492
10330,1,00799,0030,,2021,185393.0,552979.0,,,,1453508.0,205425.0,2600.0,64067.0,,1007990030,31.187538030911526,14.133049147304314,4.40775007774295
10337,1,00800,0014,,2021,,,421605.0,,,591741.0,301655.0,170730.0,38334.0,,1008000014,12.707894780461123,50.97753915986893,6.478172038104509
10338,1,00800,0057,,2021,,,,,,1838086.0,841552.0,72897.0,315733.0,,1008000057,37.51794303857635,45.784147205299426,17.17727026918218
10339,1,00800,0059,,2021,,,669807.0,,,1136798.0,511961.0,47251.0,118973.0,,1008000059,23.238684196647792,45.03535368640691,10.46562362002748
10340,1,00800,0061,,2021,,,2365813.0,,,2549295.0,1178190.0,96389.0,465662.0,,1008000061,39.52350639540312,46.216306861308716,18.26630499804848
10341,1,00800,0068,,2021,57186.0,61695.0,,,,2029095.0,1578247.0,641774.0,181719.0,,1008000068,11.513977216493997,77.78083332717294,8.955667428089862
10342,1,00800,0074,,2021,,,1059845.0,,,1065840.0,597231.0,,61813.0,,1008000074,10.349931601005306,56.03383247016438,5.7994633340839155
10345,1,00801,0001,,2021,,,26027992.0,,,30226668.0,8052795.0,1134275.0,1079257.0,,1008010001,13.402265921335388,26.641358551329574,3.5705457181056146
10349,1,00801,0014,,2021,,,,,,1424586.0,950192.0,,144104.0,,1008010014,15.16577702190715,66.69951831619854,10.115500222520788
10350,1,00801,0034,,2021,9810583.0,,165500.0,,,11421311.0,3678790.0,308802.0,566356.0,,1008010034,15.395170694712121,32.209875030983746,4.958765241573406
10353,1,00801,0049,,2021,,516655.0,,,,622142.0,219815.0,,30472.0,,1008010049,13.862566248891111,35.33196601418969,4.897917195752738
10354,1,00801,0051,,2021,,,2211720.0,510000.0,,3404139.0,915808.0,,155059.0,,1008010051,16.931387365037214,26.902779234337963,4.555013764126553
10355,1,00802,0001,,2021,645427.0,,,,,1102188.0,400780.0,11555.0,100482.0,,1008020001,25.07161035979839,36.3622176978882,9.116593539396183
10357,1,00802,0014,,2021,,,,,,799815.0,173981.0,12830.0,29476.0,,1008020014,16.942079882285995,21.752655301538482,3.685352237704969
10358,1,00802,0019,,2021,,,,,,1821222.0,687360.0,61285.0,308501.0,,1008020019,44.88201233705773,37.741692116611816,16.93923091199206
10359,1,00802,0022,,2021,8737.0,,,,,3378238.0,1302388.0,64972.0,155023.0,,1008020022,11.90298129282518,38.55228672461798,4.588871476787604
